"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","industry","Summary Quote",
"AB","Alliance Capital Management Holding L.P.","22.38","2353779393.96","n/a","n/a","Finance","Investment Managers","http://www.nasdaq.com/symbol/ab",
"SMA","Symmetry Medical Inc","10.43","383693781.45","n/a","2004","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/sma",
"PAY","Verifone Systems, Inc.","18.92","2042718801.2","n/a","1992","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/pay",
"AEC","Associated Estates Realty Corporation","17.7","876046968.3","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/aec",
"OIBR/C","Oi S.A.","4.09","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oibr/c",
"K","Kellogg Company","60.01","21508746753.76","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/k",
"MNI","McClatchy Company (The)","2.51","215586490.32","n/a","1988","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/mni",
"ZZJJ","SM Listed Test 2","77.75","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zzjj",
"CBL","CBL & Associates Properties, Inc.","22.29","3589317374.34","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/cbl",
"FOR","Forestar Group Inc","17.4","603642644.4","n/a","1987","Finance","Real Estate","http://www.nasdaq.com/symbol/for",
"MUC","Blackrock MuniHoldings California Quality Fund,  Inc.","16.88","690234897.84","n/a","1998","n/a","n/a","http://www.nasdaq.com/symbol/muc",
"PHI","Philippine Long Distance Telephone Company","70.94","15326996678.5","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/phi",
"DCI","Donaldson Company, Inc.","36.45","5345500501.35","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/dci",
"DPM","DCP Midstream Partners, LP","44.4","2712475609.2","n/a","2005","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/dpm",
"SCR","Simcere Pharmaceutical Group","8.05","425606108.2","n/a","2007","Consumer Durables","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scr",
"KOF","Coca Cola Femsa S.A.B. de C.V.","163.12","32795276000","n/a","1993","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/kof",
"SPW","SPX Corporation","80.15","4072035657.9","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/spw",
"RH","Restoration Hardware Holdings Inc.","37.01","1403678714.12","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/rh",
"BAH","Booz Allen Hamilton Holding Corporation","12.87","1809229053.06","n/a","2010","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/bah",
"CVS","CVS Corporation","51.35","63221827099.6","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cvs",
"AYN","Alliance New York Municipal Income Fund Inc","14.44","69835608.84","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/ayn",
"DNP","Duff & Phelps Utilities Income, Inc.","10.12","2461537319.56","n/a","1987","n/a","n/a","http://www.nasdaq.com/symbol/dnp",
"EDE","Empire District Electric Company (The)","21.81","925208138.61","n/a","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/ede",
"CHL","China Mobile (Hong Kong) Ltd.","55.53","223217034520.77","n/a","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/chl",
"JTA","Nuveen Tax-Advantaged Total Return Strategy Fund","11.31","156811396.95","n/a","2004","n/a","n/a","http://www.nasdaq.com/symbol/jta",
"AEK","Aegon NV","28.13","0","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/aek",
"AWR","American States Water Company","52.39","1006748610.53","n/a","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/awr",
"N","Netsuite Inc","68.83","4931828634.96","n/a","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/n",
"SFUN","SouFun Holdings Limited","26.92","2127850400.84","n/a","1994","Technology","EDP Services","http://www.nasdaq.com/symbol/sfun",
"PNI","Pimco New York Municipal Income Fund II","13.224","144185609.472","n/a","2002","n/a","n/a","http://www.nasdaq.com/symbol/pni",
"LNN","Lindsay Corporation","84.39","1083785832.54","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lnn",
"COH","Coach, Inc.","46.79","13137872457.93","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/coh",
"WHX","Whiting USA Trust I","6","83183334","n/a","2008","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/whx",
